Paragraph:,Quote:,Scare_Quote:
"Paolo Rossi overleed afgelopen week op 64-jarige leeftijd in Siena. Hij was al een tijd ongeneeslijk ziek. 'Pablito' was de spits die Italië in 1982 de wereldtitel bezorgde. Hij werd topscorer van het WK en werd benoemd tot beste speler. Later dat jaar kreeg hij de Ballon d'Or, de prijs voor de Beste Europese voetballer.",'Pablito',0.0
"""We moeten alles doen om het aantal contacten tussen mensen te verminderen"", zegt 'coronaminister' Hugo de Jonge. Geen fysiek onderwijs op basisscholen zou volgens hem ook helpen om te zorgen dat ouders meer thuis gaan werken:",'coronaminister',0.0
"De premier wees naar het aantal besmettingen dat in een 'sneltreinvaart' stijgt. Elke dag vallen er zestig doden, elke dag komen er bijna 10.000 besmettingen bij. ""Dat is een Kuip vol in zes dagen."" Zo'n miljoen behandelingen in ziekenhuizen zijn uitgesteld en mensen in de zorg lopen al maanden op hun tandvlees, zei Rutte.",'sneltreinvaart',1.0
"Welbekende adviezen als 'werk thuis tenzij het niet anders kan', 'was vaak je handen' en 'nies in je elleboog' blijven onverminderd gelden. Ook het dragen van een mondkapje in publieke ruimtes blijft verplicht.",'werk thuis tenzij het niet anders kan',0.0
"Welbekende adviezen als 'werk thuis tenzij het niet anders kan', 'was vaak je handen' en 'nies in je elleboog' blijven onverminderd gelden. Ook het dragen van een mondkapje in publieke ruimtes blijft verplicht.",'was vaak je handen',0.0
"Welbekende adviezen als 'werk thuis tenzij het niet anders kan', 'was vaak je handen' en 'nies in je elleboog' blijven onverminderd gelden. Ook het dragen van een mondkapje in publieke ruimtes blijft verplicht.",'nies in je elleboog',0.0
"68 procent van de Nederlanders is voor strengere kabinetsmaatregelen tegen het coronavirus. De helft (49 procent) wil een 'totale lockdown', tegenover een derde (34 procent) die daartegen is. 44 procent zou de instelling van een avondklok steunen, zoals onder meer België die kent.",'totale lockdown',0.0
"De ruime steun voor een steviger beleid is vergelijkbaar met de 66 procent van half oktober, ten tijde van de afkondiging van de huidige 'gedeeltelijke lockdown'. Ook toen liepen de besmettingscijfers snel op. Daarna volgde een snelle daling van het aantal positieve testen, maar die is al een aantal weken omgeslagen in een al even snelle stijging.",'gedeeltelijke lockdown',0.0
"Op de zitting van vandaag ontkende de officier van justitie dat de bewuste methode is toegepast. Het zou een 'gewone' undercoveractie zijn geweest waarbij de verdachten niet onder druk zijn gezet. Ook zou geen sprake zijn geweest van een Mr. Big, oftewel een 'grote baas'.",'gewone',1.0
"Op de zitting van vandaag ontkende de officier van justitie dat de bewuste methode is toegepast. Het zou een 'gewone' undercoveractie zijn geweest waarbij de verdachten niet onder druk zijn gezet. Ook zou geen sprake zijn geweest van een Mr. Big, oftewel een 'grote baas'.",'grote baas',0.0
"Zijn achterban, vooral bestaande uit non-food-winkels, reageert volgens Te Grotenhuis verrast. ""We zijn overspoeld met reacties. Er is zoveel onduidelijkheid. Daarbij denken wij en veel winkeliers dat het heel anders kan. Sommige winkels zeggen: 'Ik zit met mijn winkel in een dorp, het is hier hartstikke rustig, waarom moet ik dicht?'""",',2.0
"Volgens de rechtbank was het meisje erg kwetsbaar, schrijft Omroep Zeeland. De man had een relatie met haar moeder en fungeerde als stiefvader. Ze noemde hem ook 'papa'. Bij beide stiefdochters begon het misbruik vanaf hun achtste levensjaar.",'papa',0.0
"Internetgigant Google heeft last gehad van een grote storing. Volgens de statuspagina van het bedrijf waren hierdoor alle diensten getroffen. Inmiddels staan alle diensten weer op 'groen', wat betekent dat er geen problemen meer zijn.",'groen',0.0
"De verdachte werd door de politie de 'autovoeler' genoemd vanwege zijn manier van werken, schrijft Omroep Gelderland. De man voelde of een auto was afgesloten. Wanneer dat niet het geval was sloeg hij zijn slag.",'autovoeler',0.0
"De Nederlandsche Bank waarschuwt voor een coronabeleid van hollen en stilstaan. ""Hier past de uitdrukking 'zachte heelmeesters maken stinkende wonden',"" zegt DNB-directeur Olaf Sleijpen. ""Een beleid van hollen en stilstaan is niet verstandig uit economisch oogpunt.""",'zachte heelmeesters maken stinkende wonden',0.0
"DNB heeft de banken opnieuw onderworpen aan een 'coronastresstest', waarbij de economie het nog zwaarder te verduren zou krijgen. Zelfs als de vaccins niet voldoende zouden werken, en we tot eind volgend jaar met beperkende maatregelen te maken zouden krijgen, dan nog kunnen de banken het aan en wordt de kredietverlening aan burgers en bedrijven niet afgekneld, zegt de DNB-directeur. ""Maar waakzaamheid blijft wel geboden."" Als de steunpakketten worden afgebouwd en het aantal faillissementen toeneemt lopen de kredietverliezen voor banken op.",'coronastresstest',0.0
"In Britse tabloids is 'Brextra Time' weer van stal gehaald, zag correspondent Tim de Wit vanochtend in Londen. Hij constateert dat Johnson de stekker er toch niet uit wil trekken, om te voorkomen dat de schuld bij hem komt te liggen.",'Brextra Time',0.0
Volgens de coronawet die op 1 december is ingegaan moeten nieuwe maatregelen die het kabinet bedenkt eerst langs de Tweede en Eerste Kamer. Het parlement heeft officieel een week om ermee in te stemmen of niet. In de coronawet is ingebouwd dat het kabinet maatregelen bij 'gevaarlijke situaties' ook meteen kan laten ingaan. De Tweede Kamer kan er dan met terugwerkende kracht over oordelen.,'gevaarlijke situaties',1.0
"De club besloot twee jaar geleden al het logo te veranderen. De afbeelding van 'Chief Wahoo' sierde sinds 1947 de shirts en caps. De afbeelding van een breed lachende indiaan werd ook door velen gezien als kwetsend, karikaturaal en racistisch.",'Chief Wahoo',0.0
"De Amerikaanse president Donald Trump liet via Twitter weten het niet eens te zijn met de naamsverandering. ""Wat is er aan de hand? Dit is geen goed nieuws, zelfs niet voor 'indianen'. Cancel cultuur in volle gang!"", aldus de in januari afscheidnemende Trump.",'indianen',1.0
"Ook in verschillende hoofdsteden van staten werd gedemonstreerd voor Trump en tegen the steal; wat zij noemen 'de diefstal van de verkiezingen'. In Olympia in de staat Washington schoot een demonstrant met scherp, er viel een dode.",'de diefstal van de verkiezingen',0.0
"Het was een weekend vol spanningen, voorafgaand aan vandaag; de maandag waarop een essentiële stap gezet wordt richting het presidentschap van Joe Biden. In alle vijftig staten komen de 'kiesmannen' bijeen, de mannen en vrouwen die namens de kiezers in hun staat de winnaar van de presidentsverkiezingen zullen aanwijzen.",'kiesmannen',0.0
"De zaken werden stuk voor stuk verloren, voornamelijk door een oorverdovend gebrek aan geloofwaardig bewijs. Regelmatig waren rechters meedogenloos in hun oordeel: juridisch broddelwerk, speculatieve beschuldigingen, een bewijsvoering die 'lukraak als een Monster van Frankenstein' aan elkaar was geplakt.",'lukraak als een Monster van Frankenstein',0.0
"En dat blijft niet zonder gevolgen. Afgelopen week verscheen een lijst met 'verraders' online, met daarop namen van gouverneurs en leden van kiescommissies. Hun huisadres werd gepubliceerd, naast foto's met een rode schietschijf op het hoofd. Al wekenlang worden op meerdere plekken in het land kantoren en huizen van politici en ambtenaren bezocht door, vaak gewapende, pro-Trump-activisten.",'verraders',1.0
Ooit werden er in ons land jaarlijks 200 miljoen kerstkaarten verstuurd. Het waren de gloriejaren van dit fenomeen - de jaren 80 en 90 van de vorige eeuw - toen er nog geen sprake was van e-mails en appjes. Maar sinds het begin van het digitale tijdperk daalde de verkoop van de papieren kerstkaarten dramatisch. Tot nog 'maar' 85 miljoen stuks in 2017.,'maar',1.0
"In ieder geval kaarten waarop de traditionele kleuren rood en groen een belangrijke rol spelen"", zegt ze in het NOS Radio 1 Journaal. ""Met de simpele tekst 'Fijne kerstdagen en gelukkig nieuwjaar'.""",'Fijne kerstdagen en gelukkig nieuwjaar',0.0
"""Kerstkaarten van nu zijn toch anders. Bijvoorbeeld met een botanische print in een jungle-tafereel. Of een kaart dat als je die openvouwt, er een mooie kerstboom verschijnt. Maar wat vooral opvalt: meer tekst op de kaart. Tekst is een belangrijker onderdeel geworden. Met zoiets als 'Maak magische momenten met de allerliefste mensen'.""",'Maak magische momenten met de allerliefste mensen',0.0
Er komt als het aan Nieuw-Zeeland ligt een zogenoemde 'reisbubbel' met Australië. Dat betekent dat inwoners van beide landen heen en weer kunnen reizen zonder twee weken in quarantaine te moeten. De Nieuw-Zeelandse premier Jacinda Ardern zette de plannen uiteen tijdens een persconferentie.,'reisbubbel',0.0
Het wordt omschreven als de 'potten- en pannendemonstratie': tijdens de toespraak van premier Rutte was tot in de huiskamer het lawaai van demonstranten te horen die zich verzetten tegen de coronamaatregelen.,',2.0
"Knura zag onder de demonstranten niet de personen die eerder dit jaar politici zoals Pieter Omtzigt lastigvielen. Wel zag hij 'gele hesjes'. ""Die vielen me op. Het is een groep mensen in wisselende samenstellingen. Sommigen zijn echt aanhangers van complottheorieën, anderen zijn oprecht ongerust zijn over de lockdown. Een deel begrijpt de maatregelen niet door verkeerde informatie. Of ze wantrouwen de overheid.""",'gele hesjes',0.0
"Het 'WWG1WGA' onderaan deze oproep staat voor 'where we go one, we go all' en is een leus van de uit de VS overgewaaide complottheorie QAnon.",'WWG1WGA',0.0
"Het 'WWG1WGA' onderaan deze oproep staat voor 'where we go one, we go all' en is een leus van de uit de VS overgewaaide complottheorie QAnon.","'where we go one, we go all'",0.0
"Ook worden patiënten in deze tweede golf overgeplaatst naar onder meer Leeuwarden, Sittard en Goes. ""We zeiden in de koffiekamer tegen elkaar: 'Daar gaat 'ie weer'."" Het overplaatsen wordt steeds lastiger omdat andere ziekenhuizen ook vol komen te liggen.",'Daar gaat ',2.0
"Ook worden patiënten in deze tweede golf overgeplaatst naar onder meer Leeuwarden, Sittard en Goes. ""We zeiden in de koffiekamer tegen elkaar: 'Daar gaat 'ie weer'."" Het overplaatsen wordt steeds lastiger omdat andere ziekenhuizen ook vol komen te liggen.",',2.0
"Hoewel de maatregelen dit toestonden, zei premier Mark Rutte gisteravond op tv dat via zo'n 'omweg' uit eten gaan niet de bedoeling is. Te veel mensen gingen volgens hem naar een hotel met alleen dat doel. ""Met alle gevolgen van dien.""",'omweg',0.0
"Er mogen dus in beperkte mate ook niet-essentiële producten verkocht worden. Maar hoeveel dat 'in beperkte mate' dan precies is, daar laat het kabinet zich niet over uit. Het kabinet zegt er wel bij dat het assortiment aan niet-essentiële producten niet plotseling mag worden uitgebreid.",'in beperkte mate',1.0
"Nee, niet allemaal. Naast de horeca mogen alleen doe-het-zelfzaken een afhaalmogelijkheid aanbieden. Het zogeheten 'click-and-collect'-systeem waardoor mensen online kunnen bestellen en het aan de deur van een winkel kunnen ophalen, is niet toegestaan.",',2.0
"De 'Commissie toezicht financiën politieke partijen' constateert dat er al drie jaar tekortkomingen zijn bij de verantwoording van Forum. Net als de commissie vindt minister Ollongren het ernstig dat zij niet kan vaststellen of de subsidies aan de partij juist zijn toegekend, ook omdat de accountant geen oordeel kon geven over het ledental van de partij per 1 januari 2019.",'Commissie toezicht financiën politieke partijen',0.0
Ollongren gaat de Auditdienst Rijk vragen ook over 2019 een 'review' uit te voeren bij de accountant van Forum. Over 2018 is dat ook al gebeurd. En ze doet ook een melding bij de Nederlandse Beroepsorganisatie voor Accountants en de Autoriteit Financiële Markten.,'review',1.0
"Ruttes waarschuwing blijft hangen. De ochtend erna komen ook Jaap van Dissel van het RIVM en 'beddenchef' Ernst Kuipers met pessimistische berichten. Kuipers verwacht een nieuwe toename van het aantal coronapatiënten in de ziekenhuizen. Van Dissel rekende in de Kamer een verdrievoudiging voor van het aantal besmettelijke mensen in Nederland, als te veel mensen zich met de feestdagen niet aan de maatregelen zouden houden.",'beddenchef',0.0
"Rond de tijd dat de meest betrokken ministers en deskundigen zich zondagochtend verzamelen, heeft bondskanselier Merkel overleg met de Duitse deelstaatpremiers. Binnen een uur besluiten zij tot een nieuwe lockdown vanaf deze woensdag. Het nieuws uit Berlijn heeft invloed op de gesprekken in het Catshuis, zegt De Jonge later. Eerder in de crisis is afgesproken dat maatregelen tussen landen niet te veel moeten verschillen, om een 'waterbed-effect' te voorkomen.",'waterbed-effect',0.0
"De veroordelingen van de zes zogeheten 'blokkeerfriezen' blijven in stand. Dat heeft de Hoge Raad bepaald. De Friese actievoerders blokkeerden op 18 november 2017 de snelweg A7, zodat bussen met demonstranten tegen Zwarte Piet niet naar Dokkum konden om te protesteren bij de nationale sinterklaasintocht.",'blokkeerfriezen',0.0
"Vergeleken met de gedeeltelijke lockdown in het voorjaar is de rek bij patiënten er nu wel een beetje uit, ziet Jabbarian. ""Hoewel ik bij sommige patiënten zie dat ze weerbaarheid hebben ontwikkeld - ze hebben geleerd hoe ze met aanscherpingen moeten omgaan - merk ik ook dat veel mensen er klaar mee zijn. Het gevoel van 'samen ertegenaan' neemt af.""",'samen ertegenaan',0.0
"Volgens Jabbarian biedt het vooruitzicht van vaccins wel een beetje perspectief, net als de lockdown-'einddatum' van 19 januari. ""Maar we weten allemaal dat corona er dan nog steeds is. En de depressie en huilbaby ook. Dus ik probeer me met patiënten nu vooral te richten op de vraag: wat kan wél?""",',2.0
"Het andere pakket is meer gericht op de bedrijfseconomische effecten. De wetgeving richt zich specifiek op wat de commissie 'poortwachters' noemt. ""Dit zijn platforms die een significante impact hebben op de Europese markt en een belangrijke toegangspoort zijn voor bedrijven om klanten te bereiken.""",'poortwachters',0.0
"Uit de lijst valt verder te achterhalen dat voedings- en chemiegigant DSM in Shanghai in 2016 twee partijcomités telde met in totaal 33 leden. Ook binnen ABN Amro (2 leden) en ASML (11) is een partijcomité opgetuigd, zo valt te lezen. Bij de Nederlandse chipmachinebouwer hebben onder meer medewerkers in 'customer support', verschillende engineers en een belangrijke IT-manager zich aangesloten bij het partijcomité. Welke activiteiten zij daarin precies ontplooien, is niet duidelijk. Betrokkenen willen er liever niet over praten.",'customer support',0.0
"In de meeste gevallen gaat het om studiesessies over partij-ideologie, zegt een insider, die niet met zijn naam genoemd willen worden vanwege de gevoeligheid van de zaak. Anders dan bij Chinese staatsbedrijven lijkt de macht van partijcomités binnen de meeste buitenlandse bedrijven beperkt. In een eerdere enquête van de European Union Chamber of Commerce (EuCham), de lobbyclub van Europese bedrijven in China, stelde ruim een kwart van de ondervraagden dat de Communistische Partij ""aanwezig'"" is, maar 'niet actief' invloed uitoefent. 8 procent zegt dat dat wél zo is.",'niet actief',1.0
"Deze zogeheten child penalty, in het Nederlands 'babyboete', leidt ertoe dat er een groot verschil is in inkomen tussen mannen en vrouwen, groter dan in veel andere landen, terwijl de arbeidsparticipatie van Nederlandse vrouwen wel heel hoog is.",'babyboete',0.0
Eventuele afspraken over de wederzijdse vangstrechten tussen het VK en de EU zijn onderdeel van de gesprekken over een nieuwe handelsrelatie na de brexit. Het gaat daarin onder meer over de vraag in hoeverre vissers uit de EU toegang hebben tot de 'exclusieve economische zone' van het VK en hoeveel vis ze daar mogen vangen. De exclusieve economische zone is een strook van 370 kilometer voor de kust van een land waarin dat land recht heeft op de aanwezige vis en grondstoffen.,'exclusieve economische zone',1.0
"Er was veel te kiezen voor wie mee wilde stemmen op het woord van het jaar op de site van Woordenboekmaker Van Dale. De corona-pandemie heeft een waslijst aan nieuwe woorden opgeleverd. Drie daarvan haalden de top drie: 'Fabeltjesfuik', 'viruswappie' en de winnaar: 'anderhalvemetersamenleving'.",'Fabeltjesfuik',0.0
"Er was veel te kiezen voor wie mee wilde stemmen op het woord van het jaar op de site van Woordenboekmaker Van Dale. De corona-pandemie heeft een waslijst aan nieuwe woorden opgeleverd. Drie daarvan haalden de top drie: 'Fabeltjesfuik', 'viruswappie' en de winnaar: 'anderhalvemetersamenleving'.",'viruswappie',0.0
"Er was veel te kiezen voor wie mee wilde stemmen op het woord van het jaar op de site van Woordenboekmaker Van Dale. De corona-pandemie heeft een waslijst aan nieuwe woorden opgeleverd. Drie daarvan haalden de top drie: 'Fabeltjesfuik', 'viruswappie' en de winnaar: 'anderhalvemetersamenleving'.",'anderhalvemetersamenleving',0.0
In België organiseert Van Dale een soortgelijke verkiezing. Daar werd 'knuffelcontact' het Woord van het Jaar: een speciaal woord voor personen met wie iemand buiten de leden van het eigen gezin nauw contact mag hebben in de coronatijd.,'knuffelcontact',0.0
Vervolgens moeten dergelijke video's zo snel mogelijk offline worden gehaald. Meldingen van organisaties die strijden tegen dit soort illegale inhoud zouden voorrang moeten krijgen. Zij krijgen een status als 'vertrouwde melder'.,'vertrouwde melder',0.0
"Mitch McConnell, de leider van de Republikeinen in de Senaat, ontweek aan het einde van de dag de vraag of hij Bidens winst nu erkent. De invloedrijke senator Lindsey Graham antwoordde op die vraag van een journalist met een 'yeah', maar noemde de naam van Biden niet.",'yeah',0.0
"Woordenboekmaker Van Dale heeft 'anderhalvemetersamenleving' uitgeroepen tot het Woord van het Jaar 2020. Het woord dat in de eerste coronagolf ontstond als omschrijving van de maatschappij waarin anderhalve meter afstand van elkaar gehouden moet worden, kreeg bijna 30 procent van de 12.000 stemmen die werden uitgebracht op de Van Dale-site.",'anderhalvemetersamenleving',0.0
"'Fabeltjesfuik', dat refereert aan mensen die op sociale media voortdurend complottheorieën op hun tijdlijn te zien krijgen, eindigde als tweede met 11 procent van de stemmen. Het scheldwoord voor iemand die bijvoorbeeld de ernst van de coronapandemie ontkent - 'viruswappie' - completeert de top drie.","', dat refereert aan mensen die op sociale media voortdurend complottheorieën op hun tijdlijn te zien krijgen, eindigde als tweede met 11 procent van de stemmen. Het scheldwoord voor iemand die bijvoorbeeld de ernst van de coronapandemie ontkent - '",2.0
"'Fabeltjesfuik', dat refereert aan mensen die op sociale media voortdurend complottheorieën op hun tijdlijn te zien krijgen, eindigde als tweede met 11 procent van de stemmen. Het scheldwoord voor iemand die bijvoorbeeld de ernst van de coronapandemie ontkent - 'viruswappie' - completeert de top drie.",',2.0
"In België organiseerde Van Dale een soortgelijke verkiezing. Daar werd 'knuffelcontact' het Woord van het Jaar, oftewel de persoon met wie iemand in de coronatijd buiten de leden van het eigen gezin nauw contact mag hebben.",'knuffelcontact',0.0
Vorig jaar werd in Nederland het woord 'boomer' gekozen tot Woord van het Jaar. Het jaar ervoor ging de eretitel naar 'blokkeerfries'.,'boomer',0.0
Vorig jaar werd in Nederland het woord 'boomer' gekozen tot Woord van het Jaar. Het jaar ervoor ging de eretitel naar 'blokkeerfries'.,'blokkeerfries',0.0
"Volgens de politie is vooral geld van Russische criminelen witgewassen en was de organisatie diep geïnfiltreerd in de belangrijkste sectoren van de Spaanse economie en in overheidsinstellingen. Een groot aantal corrupte juristen, ambtenaren, politici, zakenmensen en computerhackers zou bij de criminelen 'in dienst' zijn.",'in dienst',1.0
"Het 'bedrijf' investeerde het geld in verschillende projecten om het wit te wassen. Het kwam terecht onder meer in de horeca, zoals discotheken en restaurants aan de Spaanse kust, met name in Alicante en op Ibiza.",'bedrijf',1.0
"Eerst werden alleen positief geteste mensen met symptomen gemeld in Turkije en werd er gesproken van 'patiënten' in plaats van 'besmettingen'. Daar was veel kritiek op en onduidelijkheid over. Nu opeens toch alle besmettingen worden gepubliceerd, blijkt Turkije op zo'n 30.000 nieuwe besmettingen per dag te zitten. Weliswaar op een bevolking van 83 miljoen, en relatief gezien gaat het iets beter dan in Nederland op dit moment. Maar het zorgt voor onrust en angst in samenleving.",'patiënten',0.0
"Eerst werden alleen positief geteste mensen met symptomen gemeld in Turkije en werd er gesproken van 'patiënten' in plaats van 'besmettingen'. Daar was veel kritiek op en onduidelijkheid over. Nu opeens toch alle besmettingen worden gepubliceerd, blijkt Turkije op zo'n 30.000 nieuwe besmettingen per dag te zitten. Weliswaar op een bevolking van 83 miljoen, en relatief gezien gaat het iets beter dan in Nederland op dit moment. Maar het zorgt voor onrust en angst in samenleving.",'besmettingen',0.0
"De Belgen mogen een 'knuffelcontact' hebben: één vast persoon die op bezoek mag komen. Dat blijft voor de kerst hetzelfde, alhoewel singles dan wel twee mensen mogen uitnodigen.",'knuffelcontact',0.0
"Het WODC benadrukt dat het gaat om schattingen, maar omdat de afgelopen 20 jaar steeds dezelfde methode is gebruikt, zou sprake zijn van een trend waarbij het aantal 'vreemdelingen zonder verblijfsrecht' "" substantieel"" is afgenomen.",'vreemdelingen zonder verblijfsrecht',0.0
"De toegenomen animo voor coronavaccinatie blijkt uit onderzoek van I&O Research in opdracht van de NOS. Onderzoeker Peter Kanne wijst erop dat met name het percentage mensen is gestegen dat ""zeker wel"" mee wil werken aan het vaccinatieprogramma: van 29 naar 41 procent. ""Dat is over het algemeen een goede indicatie van te verwachten gedrag"", aldus Kanne. ""De harde kern 'zekere weigeraars' staat op zo'n 10 procent.""",'zekere weigeraars',0.0
Er worden wel 'veiligheidskleppen' ingevoerd om al te harde klappen op te vangen. Zo tellen de mee- en tegenvallers minder zwaar mee voor mensen die al dicht bij hun pensioen zitten. Zo hebben zij meer zekerheid over het bedrag dat ze uiteindelijk krijgen.,'veiligheidskleppen',0.0
Het voorstel van Koolmees gaat vandaag in zogeheten 'internetconsultatie'. Dat wil zeggen dat iedereen die dat wil tot februari 2021 zijn zegje erover kan doen. Het is de bedoeling dat de nieuwe pensioenwet in 2022 ingaat. Na de overgangsperiode is het nieuwe stelsel in 2026 een feit.,'internetconsultatie',0.0
"In november werd de Nigeriaanse hoofdverdachte aangehouden en in de afgelopen weken zijn nog twee Indonesiërs opgepakt, die zouden zijn gebruikt als 'geldezels', mensen die voor de criminelen het buitgemaakte geld innen. Alle arrestaties waren in Indonesië. Een groot deel van het gestolen geld is terug.",'geldezels',0.0
"De regels voor 'essentiële' winkels worden opnieuw aangescherpt. Alleen winkels die in hoofdzaak levensmiddelen, drogisterijartikelen en diervoeding verkopen, mogen openblijven, heeft het kabinet bekendgemaakt.",'essentiële',1.0
"Er is veel onduidelijkheid over welke winkels nou precies open mogen en wat essentieel is en wat niet. Volgens de richtlijnen van het Rijk zou een filiaal open mogen als het meer dan 70 procent van zijn omzet uit 'essentiële diensten' haalt. En als een winkel voor die producten een omzet van 30 procent haalt, zou een deel van de winkel open mogen. Maar op de website van de Rijksoverheid waar hier uitleg over wordt gegeven, zijn de percentages inmiddels weggehaald.",'essentiële diensten',1.0
"In Brazilië, met meer dan 6,5 miljoen besmettingen en ruim 180.000 coronadoden een van de zwaarst getroffen landen ter wereld, woedt een ware 'vaccinoorlog' tussen twee van de machtigste mannen van het land.",'vaccinoorlog',0.0
"Gouverneur Doria vreest dat Bolsonaro het Braziliaanse RIVM misbruikt om 'zijn' vaccin te vertragen of tegen te werken. Het orgaan is in principe onafhankelijk, maar valt onder het ministerie van Volksgezondheid van de regering Bolsonaro. ""Dit is geen tijd voor een ideologische oorlog"", benadrukte de gouverneur tijdens een persconferentie.",'zijn',1.0
"De Braziliaanse president spreekt consequent van 'het Chinese vaccin van Doria', en speelt in op anti-Chinese gevoelens bij zijn achterban. Hij zet vooral in op het vaccin van het bedrijf AstraZeneca in samenwerking met de Oxford-universiteit. ""Dus dat komt niet uit dat ene land"", benadrukte Bolsonaro, een weinig subtiele verwijzing naar China.",'het Chinese vaccin van Doria',0.0
Immunoloog Mônica Levi ergert zich aan de politisering van vaccins. Als bestuurslid van de 'Braziliaanse vereniging voor vaccinaties' (SBim) is ze medeverantwoordelijk voor het opstellen van inentingsprogramma's in het land. Ze maakt zich zorgen over de gevolgen van de 'vaccinoorlog'.,'Braziliaanse vereniging voor vaccinaties',0.0
Immunoloog Mônica Levi ergert zich aan de politisering van vaccins. Als bestuurslid van de 'Braziliaanse vereniging voor vaccinaties' (SBim) is ze medeverantwoordelijk voor het opstellen van inentingsprogramma's in het land. Ze maakt zich zorgen over de gevolgen van de 'vaccinoorlog'.,'vaccinoorlog',0.0
"Het is dag 2 van de nieuwe strenge lockdown, vanaf vandaag zijn ook de scholen verplicht dicht. De komende vijf weken is Nederland volgens premier Rutte 'op slot' en moeten we zoveel mogelijk thuis blijven en werken. En dan, als alles goed gaat, kan het leven wellicht iets normaler worden op 19 januari, zegt het kabinet. Wat is er nodig om dat te bereiken? En misschien wel een belangrijkere vraag: kunnen we dit überhaupt wel bereiken?",'op slot',0.0
Overnachten in een hotel en op die manier toch uit eten kunnen. Van deze 'omweg' werd de afgelopen tijd dankbaar gebruikt gemaakt. De horeca was al dicht en zo konden mensen toch uit eten.,'omweg',0.0
Ook dit hotel gaat in 'winterslaap': ,',2.0
"GGD-directeur Sjaak de Gouw zegt in het tv-programma Op1 dat Nederland heel strikte procedures heeft. ""Je kunt kiezen voor snelheid en dan na een paar weken erachter komen van 'oeps'. We hebben bijvoorbeeld een aantal dingen geleerd van de Engelsen. Daar vallen mensen soms flauw, dat heeft betekend dat wij daar in de scripts en protocollen dus meer rekening mee houden.""",'oeps',0.0
"Het vandaag verschenen rapport laat volgens Kadir haarfijn zien hoe groot het onrecht was. ""We zijn negen jaar lang belachelijk gemaakt. 'Waar rook is, is vuur' en 'het zal wel kloppen als de staat en de rechters het zeggen', maar nu kan Nederland zien wat er daadwerkelijk is gebeurd."" De NOS sprak meerdere slachtoffers die opgelucht zijn dat hun probleem nu wordt erkend.","'Waar rook is, is vuur'",0.0
"Het vandaag verschenen rapport laat volgens Kadir haarfijn zien hoe groot het onrecht was. ""We zijn negen jaar lang belachelijk gemaakt. 'Waar rook is, is vuur' en 'het zal wel kloppen als de staat en de rechters het zeggen', maar nu kan Nederland zien wat er daadwerkelijk is gebeurd."" De NOS sprak meerdere slachtoffers die opgelucht zijn dat hun probleem nu wordt erkend.",'het zal wel kloppen als de staat en de rechters het zeggen',0.0
"Als voorbeeld noemt hij een bekend Amerikaans onderzoek: 'The 30 million word gap'. Volgens dat onderzoek horen kinderen van hoogopgeleide ouders in de eerste vier jaar van hun leven 45 miljoen woorden. Kinderen van laagopgeleide ouders horen slechts 13 miljoen woorden. ""Als je veel woorden hoort, leer je ze beter dan wanneer je ze niet hoort. Dit verrijkt je taal en de grammatica.""",'The 30 million word gap',0.0
"Dat Boko Haram vaak scholen als doelwit kiest, is niet toevallig; letterlijk vertaald betekent hun naam 'Westers onderwijs is verboden'. De beweging wil dat het land geregeerd wordt volgens fundamentalistische islamitische principes. Onderwijs, vooral voor meisjes, zien ze als schadelijk.",'Westers onderwijs is verboden',0.0
"In de nieuwe situatie blijft er ruimte voor de lokale vergunningen, die soms tot 2026 doorlopen. De satellietinterceptie, die nu staat in het Friese Burum, wordt verplaatst naar een geheime locatie. Door deze extra 'hindernissen' was het sowieso niet mogelijk om eerder dan begin 2022 te beginnen met de veiling, klinkt het vanuit Economische Zaken. Het was juist de vraag of de beschikbaarheid stellen van 3,5 GHz geen vertraging ging oplopen. Dat is dus niet het geval, is de boodschap.",'hindernissen',1.0
"Het volgen van de verhoren afgelopen weken bracht bij Rongen veel emoties boven. ""Ik heb er met woede naar gekeken. Af en toe heb ik echt zitten schreeuwen naar de tv, zo van 'horen jullie mij?!'. Ik werd boos van het liegen, de plotselinge Alzheimer.""",'horen jullie mij?!',0.0
"Door die 'slordigheid' denkt ze dat het nog lang zal duren voor haar vertrouwen in de overheid weer is hersteld. ""We hebben schade opgelopen en die wonden moeten helen. Maar of het helemaal gebeurt weet ik niet, ik denk dat er altijd een litteken overblijft."" Ook gaat het compenseren volgens haar ook niet snel genoeg. ""Ze moeten beter en sneller compenseren, want het duurt veel te lang. Het zou dit jaar voor kerst nog komen, maar ik heb nog niks binnen. Ik wacht rustig af, eens kijken of ze nu wel hun belofte gaan nakomen.""",'slordigheid',1.0
Hongarije heeft de Europese asielregels overtreden door migranten geen kans te geven om asiel aan te vragen en hen in zogenoemde 'transitzones' vast te houden. Dat heeft het Europees Hof van Justitie in Luxemburg geoordeeld.,'transitzones',0.0
"Kabinet en parlement mogen het zich aanrekenen dat ze spijkerharde wetgeving hebben gemaakt die onvoldoende recht kon doen aan individuele situaties, staat verder in het rapport. De commissie stelt dat het ministerie van Financiën de kinderopvangtoeslag uitvoerde als een massaproces, met een 'alles-of-niets-benadering', waarin ouders ""in de raderen van de uitvoering door de Belastingdienst"" ten onrechte gebrandmerkt werden als fraudeurs.",'alles-of-niets-benadering',0.0
